Date,Segment_id,x,y,Evapotranspiration,Precipitation,Irrigation_pumping,Observed
718827,149,1387150,14640480,0.94,17.16,-0.012,9.067666699999998
728963,96,806350,14550720,2.18,20.07,0.0,0.85632762
713835,147,906670,14693280,11.5,14.04,-0.0040325000000000005,65.64836066
709179,239,1630030,14550720,2.68,30.26,-0.02544,411.09836
720502,60,1144270,14677440,5.69,19.61,-0.25392,13.633278699999998
721994,65,838030,14556000,2.51,11.26,0.0,6.63114754
717458,96,806350,14550720,6.53,11.77,0.0,12.722649
717915,96,806350,14550720,8.73,21.06,-0.14147,11.233113900000001
726650,188,927790,14550720,8.86,19.21,-0.9244899999999999,43.136066
719314,149,1387150,14640480,7.65,33.45,-0.22580999999999998,8.74196721
711918,63,1619470,14556000,0.15,26.24,0.0,4.89
719223,96,806350,14550720,1.32,16.31,0.0,8.4696611
709149,152,1392430,14545440,0.0,0.0,0.0,3.3
713897,64,1645870,14566560,5.17,18.75,-0.048655000000000004,3.8993443
710763,65,838030,14556000,0.93,17.02,0.0,9.349677400000001
717397,130,785230,14566560,1.08,11.77,0.0,65.2
713228,189,1392430,14571840,0.0,0.0,0.0,0.0
724458,40,1798990,14561280,10.54,28.08,-0.5996600000000001,11.6490164
709879,159,1218190,14614080,8.61,12.72,0.0,11.239344000000001
722389,40,1798990,14561280,0.66,34.81,0.0,15.678241
712983,130,785230,14566560,0.57,14.39,0.0,70.1633333
717122,97,727150,14402880,8.67,17.84,-0.26502,7.1655738
729391,59,874990,14556000,0.76,15.02,0.0,8.66774194
719314,146,1329070,14445120,0.0,0.0,0.0,3.5695081969999998
717915,189,1392430,14571840,0.0,0.0,0.0,4.13
708571,53,1049230,14666880,0.0,15.43,0.0,81.77096800000001
713897,178,927790,14540160,7.4,11.13,-0.51179,-22.0
719894,98,721870,14387040,0.0,0.0,0.0,0.415
716727,96,806350,14550720,5.72,28.45,0.0,17.730698999999998
713348,176,790510,14424000,0.64,12.89,0.0,6.5019860000000005
716454,171,1508590,14524320,8.38,29.67,-0.056941,1.5081966999999998
712739,96,806350,14550720,5.9,20.07,-0.00050546,18.787681
729085,40,1798990,14561280,1.17,29.23,0.0,14.515332999999998
726954,135,1223470,14761920,3.62,17.7,-0.024615,5.690163934
710975,144,1086190,14476800,7.79,29.63,0.0,4.106557
714597,97,727150,14402880,8.01,12.16,-0.51557,5.9147541
716301,170,1270990,14714400,1.34,20.42,0.0,60.164406799999995
714050,65,838030,14556000,0.54,11.88,0.0,9.9470968
728933,171,1508590,14524320,3.27,0.0,-0.003918,0.89508197
712252,56,1170670,14582400,0.0,0.0,0.0,0.20467741899999997
717306,147,906670,14693280,0.63,18.28,0.0,69.77580645
718583,56,1170670,14582400,0.0,0.0,0.0,2.9409836069999997
710610,171,1508590,14524320,7.23,21.41,0.0,4.8262295
729541,40,1798990,14561280,6.54,26.09,-0.30751999999999996,12.971639300000001
717550,189,1392430,14571840,0.0,0.0,0.0,0.0
724763,196,1482190,14577120,0.0,0.0,0.0,11.22295082
722055,59,874990,14556000,0.93,11.08,0.0,12.1572581
715174,96,806350,14550720,0.67,23.0,0.0,8.4759321
711128,239,1630030,14550720,0.44,20.78,0.0,617.74194
723210,178,927790,14540160,0.44,17.78,0.0,3.3445769999999997
727989,135,1223470,14761920,1.22,30.84,-0.024615,6.0818644
720775,56,1170670,14582400,0.0,0.0,0.0,5.227377048999999
713562,159,1218190,14614080,6.16,19.93,-0.0017934000000000001,14.979508
714597,96,806350,14550720,8.01,10.04,-0.074674,1.8929376
723485,138,1434670,14624640,1.69,22.72,0.0,2.4351639
719314,60,1144270,14677440,7.65,25.04,-0.096116,17.5456557
709817,239,1630030,14550720,4.87,22.1,-0.018666,266.377049
721933,98,721870,14387040,0.0,0.0,0.0,0.12
723119,188,927790,14550720,1.04,21.07,-0.015384,63.3778689
711522,157,1022830,14672160,0.77,19.02,0.0,109.11
718767,97,727150,14402880,0.4,13.89,0.0,26.1129032
711493,171,1508590,14524320,0.7,16.56,0.0,5.5096774
717853,145,1207630,14460960,0.0,0.0,0.0,0.0
722328,59,874990,14556000,4.55,15.16,-1.5056,11.7810656
727564,148,1703950,14561280,0.11,26.57,-0.015,18.4419355
729572,196,1482190,14577120,0.0,0.0,0.0,4.5803278689999996
718492,145,1207630,14460960,0.0,0.0,0.0,0.0
718068,178,927790,14540160,0.34,19.54,0.0,28.5580645
725858,178,927790,14540160,6.91,22.36,0.0,12.9841624
721355,98,721870,14387040,0.0,0.0,0.0,0.305
711828,56,1170670,14582400,0.0,0.0,0.0,0.21
720044,60,1144270,14677440,8.23,21.94,-0.11710999999999999,19.135901999999998
730210,146,1329070,14445120,0.0,0.0,0.0,7.666101695
710061,152,1392430,14545440,0.0,0.0,0.0,0.580645161
715205,147,906670,14693280,0.0,21.76,0.0,73.11694920000001
726103,40,1798990,14561280,0.11,17.49,0.0,14.779354999999999
722175,60,1144270,14677440,1.74,26.34,0.0,22.055574
725919,147,906670,14693280,8.6,21.67,-1.0353,22.75409836
719253,130,785230,14566560,3.26,16.31,0.0,59.2532787
726469,56,1170670,14582400,0.0,0.0,0.0,5.73
708996,53,991150,14714400,1.1,21.3,0.0,25.46949153
725585,59,874990,14556000,6.16,15.42,-1.9542,9.9221311
713470,63,1619470,14556000,7.91,19.23,-0.016219,4.2159835999999995
711128,171,1381870,14460960,0.0,0.0,0.0,13.8
722571,51,1154830,14413440,0.0,0.0,0.0,0.0
714719,170,1270990,14714400,1.09,12.74,0.0,38.747541
717092,149,1387150,14640480,7.81,20.2,-0.0079998,6.38377049
718522,55,1133710,14619360,6.43,21.24,0.0,2.0032787
712831,64,1645870,14566560,3.23,32.06,-0.0038616999999999996,2.8648361
711462,196,1482190,14577120,0.0,0.0,0.0,11.2
713744,65,838030,14556000,0.73,10.86,0.0,9.53
722936,60,1144270,14677440,5.17,23.21,0.0,18.2588525
716819,178,927790,14540160,8.62,31.29,-0.934,-3.2459016
727746,96,806350,14550720,8.25,19.99,-0.22052,7.368842
717214,152,1392430,14545440,0.0,0.0,0.0,0.255737705
724671,59,874990,14556000,0.01,18.12,0.0,11.421
727989,188,927790,14550720,1.22,27.38,-0.026922,87.9932203
729238,144,1086190,14476800,5.6,25.14,-0.23367,5.3131148
716727,178,927790,14540160,7.0,31.29,0.0,12.713115
729238,178,927790,14540160,5.6,25.09,-0.8704799999999999,-2.2180327999999996
709483,239,1630030,14550720,8.48,32.13,-0.033118,314.065574
720319,64,1645870,14566560,2.34,27.75,-0.0072724999999999995,5.9326667
717427,188,927790,14550720,3.01,16.53,0.0,105.26557379999998
722114,65,838030,14556000,1.19,18.82,0.0,7.2624576
711097,159,1181230,14656320,1.08,27.78,0.0,22.129032000000002
714931,171,1381870,14460960,0.0,0.0,0.0,1.967213115
729845,144,1086190,14476800,2.65,18.16,0.0,4.4442623
713258,196,1482190,14577120,0.0,0.0,0.0,1.672131148
727380,96,806350,14550720,8.69,24.15,-0.32253000000000004,4.1215087
716607,149,1387150,14640480,0.8,28.28,-0.0079998,5.40709677
708996,178,927790,14540160,1.1,25.0,0.0,41.558265999999996
716910,97,727150,14402880,1.25,20.17,0.0,30.242623
724946,96,806350,14550720,2.39,13.53,0.0,0.8248087
711187,55,1133710,14619360,1.3,24.96,0.0,0.18
716972,196,1482190,14577120,0.0,0.0,0.0,9.8
725189,135,1223470,14761920,8.63,23.01,-0.6390100000000001,4.1736066
730180,171,1508590,14524320,1.07,0.0,0.0,10.781356
715661,149,1387150,14640480,8.19,18.51,-0.12817,5.21196721
717580,98,721870,14387040,0.0,0.0,0.0,0.323278689
720319,59,874990,14556000,2.21,18.49,0.0,12.83
712648,96,806350,14550720,1.5,20.07,0.0,13.6811744
715388,159,1218190,14614080,6.89,20.99,-0.06565900000000001,20.502458999999998
725738,196,1482190,14577120,0.0,0.0,0.0,4.45
715784,188,927790,14550720,1.54,20.23,0.0,62.6442623
710852,53,991150,14714400,8.23,29.5,0.0,19.9770492
716150,152,1392430,14545440,0.0,0.0,0.0,0.0
729603,171,1508590,14524320,5.88,0.0,-0.6935600000000001,9.609836099999999
725523,149,1387150,14640480,7.59,21.8,-0.38129,6.9827049
718675,147,906670,14693280,4.43,22.05,-0.093864,67.92377049999999
709240,147,906670,14693280,1.78,19.7,0.0,61.021311499999996
719041,196,1482190,14577120,0.0,0.0,0.0,0.0
719164,98,721870,14387040,0.0,0.0,0.0,0.56
724946,56,1170670,14582400,0.0,0.0,0.0,4.738688525
710518,53,1049230,14666880,6.63,17.99,0.0,75.2
716727,130,785230,14566560,5.72,28.45,0.0,66.6803279
711128,152,1392430,14545440,0.0,0.0,0.0,7.41
724855,55,1133710,14619360,9.38,24.71,-1.5926,1.5545902
718614,98,721870,14387040,0.0,0.0,0.0,0.445737705
710822,53,991150,14714400,1.79,29.5,0.0,20.9610169
718614,146,1329070,14445120,0.0,0.0,0.0,2.0
729299,146,1329070,14445120,0.0,0.0,0.0,11.64
716150,56,1170670,14582400,0.0,0.0,0.0,1.06
718645,65,838030,14556000,9.35,16.29,-0.33909,1.1852459
721933,196,1482190,14577120,0.0,0.0,0.0,0.0
717245,60,1144270,14677440,2.4,15.99,0.0,15.392623
710336,186,1313230,14640480,0.8,18.4,0.0,44.153279
717031,196,1482190,14577120,0.0,0.0,0.0,7.789830508
718310,146,1329070,14445120,0.0,0.0,0.0,0.8647540979999999
721628,59,874990,14556000,4.93,18.05,0.0,11.598196699999999
725827,146,1329070,14445120,0.0,0.0,0.0,2.351016949
713532,188,927790,14550720,7.9,15.77,-0.030587,41.721311
727411,130,785230,14566560,9.41,24.15,-0.83331,43.1327869
725646,130,785230,14566560,1.45,15.04,0.0,48.66065574
724855,196,1482190,14577120,0.0,0.0,0.0,0.0
710579,189,1392430,14571840,0.0,0.0,0.0,10.87213115
719832,189,1392430,14571840,0.0,0.0,0.0,0.127868852
720441,130,785230,14566560,8.23,15.58,-0.09313400000000001,49.87377049
723363,130,785230,14566560,8.3,21.4,-0.68683,42.5327869
727533,149,1387150,14640480,0.35,21.21,-0.041999,6.3362903
709726,53,1049230,14666880,1.86,9.86,0.0,147.22541999999999
717153,130,785230,14566560,9.65,14.93,-0.10639000000000001,48.58196721
727107,146,1329070,14445120,0.0,0.0,0.0,0.0
729238,148,1703950,14561280,4.72,29.23,-0.59909,19.4278689
721324,96,806350,14550720,0.88,14.32,0.0,1.37067598
727989,138,1434670,14624640,1.22,35.76,-0.0038888000000000004,9.5577966
728111,178,927790,14540160,4.19,27.38,-0.60196,10.2786885
722086,96,806350,14550720,0.46,18.82,0.0,0.9
722479,51,1154830,14413440,0.0,0.0,0.0,0.0
713440,196,1482190,14577120,0.0,0.0,0.0,10.50819672
730302,130,785230,14566560,9.35,19.91,-0.74451,27.459016
714050,176,790510,14424000,0.54,11.33,0.0,8.5190846
717366,65,838030,14556000,0.63,11.77,0.0,8.96
712374,189,1392430,14571840,0.0,0.0,0.0,9.483606557
729511,65,838030,14556000,6.3,16.41,0.0,3.8527869
728323,51,1154830,14413440,0.0,0.0,0.0,1.959354839
728050,188,927790,14550720,4.26,27.38,-0.026922,85.60163929999999
711005,205,1128430,14614080,4.24,28.13,-0.010036,9.401639
710913,53,1049230,14666880,8.41,26.28,-0.15077000000000002,74.75983599999999
712739,65,838030,14556000,5.9,20.07,-0.0005632999999999999,9.81868852
719406,149,1387150,14640480,6.48,33.45,-0.31018,8.6572951
710671,178,927790,14540160,4.18,16.9,-0.032637,11.811073
717884,188,927790,14550720,6.49,27.72,-0.28484,102.09344300000001
713320,65,838030,14556000,0.77,13.49,0.0,10.4867742
719802,171,1508590,14524320,3.13,19.67,-0.006261699999999999,2.0688525
730576,178,927790,14540160,3.94,15.65,0.0,11.507377
711736,178,927790,14540160,5.89,18.29,-0.1357,2.985395
718583,189,1392430,14571840,0.0,0.0,0.0,5.527868852
719467,152,1392430,14545440,0.0,0.0,0.0,0.0
718827,170,1270990,14714400,0.94,17.16,0.0,62.46
708571,186,1313230,14640480,0.0,13.5,0.0,52.567742
728264,130,785230,14566560,1.68,18.53,0.0,50.9983871
724824,178,927790,14540160,8.58,24.4,-1.2267,3.9442623
725311,148,1703950,14561280,1.21,30.83,-0.015,20.4418033
722540,148,1703950,14561280,1.35,26.16,-0.012,21.8721311
723940,147,906670,14693280,0.76,25.15,0.0,30.988135600000003
708571,178,927790,14540160,0.0,14.3,0.0,9.379686999999999
716849,59,874990,14556000,5.17,20.17,-0.63427,12.25680328
726132,170,1270990,14714400,0.9,21.45,0.0,52.57
723150,60,1144270,14677440,1.19,23.21,0.0,16.2419355
712224,130,785230,14566560,0.76,16.4,0.0,68.4129032
718949,196,1482190,14577120,0.0,0.0,0.0,8.039344262
730121,59,874990,14556000,0.78,16.26,0.0,7.747741935
712224,188,927790,14550720,0.69,17.83,0.0,93.345161
728050,189,1392430,14571840,0.0,0.0,0.0,0.9
720106,188,927790,14550720,9.08,29.96,-1.1232,48.45082
708965,159,1181230,14656320,0.65,29.22,0.0,20.349153
721232,178,927790,14540160,6.4,18.12,-0.64308,-4.9
716757,98,721870,14387040,0.0,0.0,0.0,0.856557377
717000,59,874990,14556000,1.22,17.84,0.0,13.6108475
728323,189,1392430,14571840,0.0,0.0,0.0,2.2
716454,152,1392430,14545440,0.0,0.0,0.0,0.0
709756,152,1392430,14545440,0.0,0.0,0.0,7.101016949
711278,152,1392430,14545440,0.0,0.0,0.0,8.51
711340,56,1170670,14582400,0.0,0.0,0.0,0.18
729876,178,927790,14540160,7.43,15.31,0.0,12.657377
718433,152,1392430,14545440,0.0,0.0,0.0,3.58
719376,96,806350,14550720,9.1,16.31,-0.30874,1.48473352
713958,56,1170670,14582400,0.0,0.0,0.0,0.0
717245,171,1508590,14524320,2.4,26.65,0.0,1.4754098
717580,196,1482190,14577120,0.0,0.0,0.0,0.914754098
724793,130,785230,14566560,7.97,13.53,-0.36876,47.6409836
711675,53,991150,14714400,8.19,19.26,-0.049039,14.280327900000001
708965,53,991150,14714400,0.65,21.3,0.0,26.519491499999997
713379,130,785230,14566560,1.72,13.49,0.0,59.877966099999995
722298,196,1482190,14577120,0.0,0.0,0.0,0.0
729664,138,1434670,14624640,0.9,21.78,0.0,8.970655699999998
718827,171,1508590,14524320,0.94,28.63,0.0,2.6433332999999997
709422,53,991150,14714400,6.3,25.52,0.0,21.4393443
724032,40,1798990,14561280,1.7,28.54,0.0,16.552787
725097,196,1482190,14577120,0.0,0.0,0.0,9.142372881
712313,59,874990,14556000,3.25,13.72,0.0,14.5218033
712739,189,1392430,14571840,0.0,0.0,0.0,12.68032787
710913,65,838030,14556000,9.16,17.02,0.0,5.446639299999999
711005,147,906670,14693280,4.24,22.39,0.0,63.22377049999999
727015,64,1645870,14566560,7.69,23.13,-0.55795,5.3003279
708661,189,1392430,14571840,0.0,0.0,0.0,0.4315
715388,130,785230,14566560,6.73,23.0,-0.060723,69.995082
727838,56,1170670,14582400,0.0,0.0,0.0,4.09
715235,147,906670,14693280,1.4,21.76,0.0,69.7786885
725311,146,1329070,14445120,0.0,0.0,0.0,0.0
713593,178,927790,14540160,1.37,15.77,-0.030264999999999997,-14.257376999999998
718402,130,785230,14566560,0.86,22.53,0.0,59.922580599999996
727107,40,1798990,14561280,3.55,30.15,0.0,11.2957377
711887,144,1086190,14476800,0.66,22.86,0.0,3.347542
713501,59,874990,14556000,6.53,12.89,0.0,11.9147541
711309,186,1313230,14640480,7.68,19.7,0.0,51.163934399999995
716119,147,906670,14693280,8.06,17.69,-0.060110000000000004,47.447540999999994
728323,171,1508590,14524320,0.36,0.0,0.0,2.6940678
713685,152,1392430,14545440,0.0,0.0,0.0,1.03
711918,65,838030,14556000,0.38,24.47,0.0,9.55915254
724001,138,1434670,14624640,3.4,24.79,0.0,6.3229508
714353,56,1170670,14582400,0.0,0.0,0.0,0.0
710671,157,1022830,14672160,4.18,17.99,0.0,75.62786885
727137,60,1144270,14677440,0.51,16.41,0.0,14.068032800000001
714781,145,1207630,14460960,0.0,0.0,0.0,0.0
710398,53,991150,14714400,0.51,17.1,0.0,20.990322600000002
722905,189,1392430,14571840,0.0,0.0,0.0,0.6881355929999999
722267,130,785230,14566560,10.62,18.82,-0.25095,41.060655700000005
728841,146,1329070,14445120,0.0,0.0,0.0,5.826885246
728629,64,1645870,14566560,0.08,22.95,-0.0090906,5.865
722298,188,927790,14550720,5.57,21.56,-1.1871,39.913115000000005
711644,55,1133710,14619360,5.13,20.99,-0.0020315999999999997,0.82295082
728688,96,806350,14550720,1.03,20.07,0.0,0.9967606999999999
721110,188,927790,14550720,6.92,18.12,-0.012306999999999998,80.12623
721720,60,1144270,14677440,0.09,18.36,0.0,20.504194000000002
711522,147,906670,14693280,0.77,15.9,0.0,76.53
719557,171,1508590,14524320,1.22,19.67,0.0,1.6288136
719710,148,1703950,14561280,10.65,23.98,-0.70204,18.3016393
725036,96,806350,14550720,0.7,17.29,0.0,3.5027619
718492,188,927790,14550720,2.71,22.37,-0.012306999999999998,97.5186441
711217,186,1313230,14640480,2.59,19.7,0.0,58.580328
720745,51,1154830,14413440,0.0,0.0,0.0,0.0
717397,149,1387150,14640480,1.07,16.64,-0.0079998,7.22866667
727958,40,1798990,14561280,0.0,36.81,0.0,12.1751695
720197,152,1392430,14545440,0.0,0.0,0.0,0.0
725220,188,927790,14550720,7.1,18.88,-1.0745,69.09344300000001
712132,171,1381870,14460960,0.0,0.0,0.0,7.3
723302,51,1154830,14413440,0.0,0.0,0.0,0.0
725766,189,1392430,14571840,0.0,0.0,0.0,0.890322581
719618,149,1387150,14640480,2.93,13.58,-0.012,9.233934399999999
723575,56,1170670,14582400,0.0,0.0,0.0,3.911451613
720136,152,1392430,14545440,0.0,0.0,0.0,0.0
726072,64,1645870,14566560,0.5,35.7,-0.0090906,6.9780645
719894,147,906670,14693280,0.68,25.77,0.0,63.419354799999994
721475,148,1703950,14561280,6.12,24.51,-0.012,20.578688500000002
710426,186,1313230,14640480,0.85,17.3,0.0,56.232203399999996
714078,171,1508590,14524320,0.53,17.0,0.0,2.0
712527,178,927790,14540160,1.19,17.83,0.0,10.442623
712405,56,1170670,14582400,0.0,0.0,0.0,0.383770492
720410,188,927790,14550720,6.64,23.92,-0.37664000000000003,75.79262299999999
720380,130,785230,14566560,6.53,15.58,0.0,55.1393443
712801,188,927790,14550720,5.46,26.98,-0.0091137,129.018033
716362,65,838030,14556000,4.75,20.3,0.0,7.90180328
724336,56,1170670,14582400,0.0,0.0,0.0,6.936949153
716849,65,838030,14556000,6.23,28.45,-0.091675,7.1302459
729450,138,1434670,14624640,1.93,21.78,0.0,18.579660999999998
726742,64,1645870,14566560,4.0,20.15,-0.0090906,5.0901639
715753,56,1170670,14582400,0.0,0.0,0.0,0.776721311
723089,59,874990,14556000,3.93,24.86,0.0,10.9860656
710883,159,1181230,14656320,5.12,27.78,0.0,17.936065600000003
729937,96,806350,14550720,8.18,14.22,-0.45469,2.2822129
708875,178,927790,14540160,0.49,14.3,0.0,15.381816
720410,146,1329070,14445120,0.0,0.0,0.0,0.470491803
725189,40,1798990,14561280,6.0,30.83,-0.53158,10.1357377
723636,51,1154830,14413440,0.0,0.0,0.0,0.0
710367,65,838030,14556000,0.44,17.52,0.0,8.88032258
711979,59,874990,14556000,3.56,30.99,0.0,15.066885199999998
711370,65,838030,14556000,7.24,23.94,0.0,4.904016400000001
726346,146,1329070,14445120,0.0,0.0,0.0,0.025409836
724977,55,1133710,14619360,1.38,24.71,-0.0042856000000000005,0.66645161
713014,188,927790,14550720,0.58,15.02,0.0,126.98
724916,65,838030,14556000,3.18,13.53,0.0,3.7918032999999998
709452,96,806350,14550720,6.21,25.05,0.0,1.7294450000000001
714536,159,1218190,14614080,8.7,11.0,0.0,23.059016
722601,149,1387150,14640480,9.78,21.11,-0.50322,4.49303279
711979,144,1086190,14476800,3.56,22.86,0.0,14.1209836
724366,56,1170670,14582400,0.0,0.0,0.0,8.197966102
716211,152,1392430,14545440,0.0,0.0,0.0,0.0
729450,51,1154830,14413440,0.0,0.0,0.0,1.3084745759999998
730059,56,1170670,14582400,0.0,0.0,0.0,3.803442623
728323,149,1387150,14640480,0.36,24.16,-0.041999,9.275678
714444,136,1191790,14767200,0.96,11.28,-0.0072724999999999995,24.6166667
719192,148,1703950,14561280,0.0,31.42,-0.008999799999999999,20.291525399999998
725766,130,785230,14566560,0.35,15.08,0.0,52.870339
711248,239,1630030,14550720,4.57,20.78,0.0,611.6393400000001
717915,147,906670,14693280,6.86,27.18,-0.032503,65.657377
715570,56,1170670,14582400,0.0,0.0,0.0,0.137627119
718706,152,1392430,14545440,0.0,0.0,0.0,1.8
730576,59,874990,14556000,3.94,14.52,0.0,7.74180328
715115,152,1392430,14545440,0.0,0.0,0.0,0.9
727288,170,1270990,14714400,2.63,21.21,0.0,49.5631148
714170,135,1223470,14761920,7.83,13.0,-0.012306999999999998,6.780163900000001
725797,96,806350,14550720,0.82,15.08,0.0,8.352515299999999
712770,59,874990,14556000,6.0,23.87,0.0,13.84081967
724124,60,1144270,14677440,6.62,26.49,-0.21713000000000002,14.7262295
712527,130,785230,14566560,1.11,16.4,0.0,67.14836066
722936,65,838030,14556000,4.34,14.82,0.0,4.6101639
717641,65,838030,14556000,1.26,11.77,0.0,4.9092623
730302,144,1086190,14476800,8.15,23.18,-0.85826,2.4
727441,170,1270990,14714400,4.95,21.21,-0.39896,26.694262300000002
725036,178,927790,14540160,0.7,18.88,0.0,17.034620999999998
718888,189,1392430,14571840,0.0,0.0,0.0,3.983333333
726377,65,838030,14556000,3.48,15.73,0.0,5.17245902
720288,145,1207630,14460960,0.0,0.0,0.0,0.0
728476,188,927790,14550720,7.15,18.0,-1.0601,34.309836
729391,96,806350,14550720,0.52,16.41,0.0,2.49677419
714231,136,1191790,14767200,11.33,13.71,-0.035731,12.65672131
711887,157,1022830,14672160,0.66,27.75,0.0,107.448305
715235,118,1186510,14761920,1.4,21.96,-0.011428,0.62959016
721536,59,874990,14556000,8.45,18.05,-2.4819,11.01213115
715296,196,1482190,14577120,0.0,0.0,0.0,7.2459016389999995
719710,130,785230,14566560,9.84,15.31,-0.10305999999999998,43.8409836
728507,65,838030,14556000,10.1,19.29,-1.1186,1.2885246000000001
721293,56,1170670,14582400,0.0,0.0,0.0,6.869016393
713014,189,1392430,14571840,0.0,0.0,0.0,23.23216667
717762,55,1133710,14619360,0.99,29.07,0.0,1.2616949
718522,97,727150,14402880,4.9,13.89,0.0,30.611475
720928,146,1329070,14445120,0.0,0.0,0.0,0.491803279
720684,171,1508590,14524320,0.13,32.16,0.0,2.8186441
714050,136,1191790,14767200,0.38,13.71,-0.0072724999999999995,25.82258065
719041,65,838030,14556000,7.48,15.28,-0.42223999999999995,2.1407377
712527,97,727150,14402880,1.11,13.72,0.0,18.6434426
714962,96,806350,14550720,7.3,19.61,-0.085759,19.15537
721597,178,927790,14540160,6.19,16.4,-0.72547,-5.3901639
712313,62,1603630,14556000,3.25,21.97,0.0,12.3932787
723119,51,1154830,14413440,0.0,0.0,0.0,0.0
711583,56,1170670,14582400,0.0,0.0,0.0,0.123166667
728507,56,1170670,14582400,0.0,0.0,0.0,4.44
709118,147,906670,14693280,9.42,19.7,0.0,53.055738
711614,96,806350,14550720,5.58,18.48,0.0,6.978032799999999
723394,40,1798990,14561280,6.12,18.82,-0.64284,10.825409800000001
722875,40,1798990,14561280,0.0,33.27,0.0,16.381525
720837,55,1133710,14619360,7.76,26.15,-0.90822,4.5386885
710426,205,1128430,14614080,0.85,19.79,0.0,102.68644
717915,178,927790,14540160,6.86,27.72,-0.8837700000000001,0.00885763
712558,65,838030,14556000,0.91,16.4,0.0,9.8195161
720990,171,1508590,14524320,0.3,13.79,0.0,5.264516099999999
718583,171,1508590,14524320,6.12,23.5,-0.045041000000000005,7.2286885
715419,147,906670,14693280,3.55,21.76,0.0,61.047541
724489,59,874990,14556000,10.33,16.77,-1.6968,7.768032799999999
711736,256,1941550,14524320,5.44,20.06,0.0,136.672131
724732,55,1133710,14619360,0.0,24.71,-0.0042856000000000005,0.80778689
709302,189,1392430,14571840,0.0,0.0,0.0,6.05
712801,55,1133710,14619360,5.46,23.82,-0.00028195,0.9252459000000001
711614,157,1022830,14672160,6.95,19.02,0.0,86.4967213
718645,51,1154830,14413440,0.0,0.0,0.0,0.0
712831,62,1603630,14556000,3.23,32.06,-0.0024854,11.3057377
730394,51,1154830,14413440,0.0,0.0,0.0,0.0
714658,97,727150,14402880,7.65,12.16,-0.34129,4.4065574
729268,178,927790,14540160,3.11,25.09,-0.42648,-0.018032786999999998
718583,65,838030,14556000,5.03,16.29,-0.15703,5.3360655999999995
717792,154,1138990,14497920,5.04,34.66,-0.011344,1.307377
723028,146,1329070,14445120,0.0,0.0,0.0,0.0
720563,146,1329070,14445120,0.0,0.0,0.0,1.136229508
720653,60,1144270,14677440,0.92,26.15,0.0,20.2245763
718433,55,1133710,14619360,0.78,21.24,0.0,1.7832258
715876,56,1170670,14582400,0.0,0.0,0.0,0.5
726469,60,1144270,14677440,0.65,19.86,0.0,18.8190323
714962,65,838030,14556000,7.3,19.61,-0.12599000000000002,6.4970492
714292,188,927790,14550720,4.69,13.44,-0.1212,68.842623
729176,96,806350,14550720,7.41,19.87,-0.12080999999999999,5.8098361
709514,96,806350,14550720,8.29,25.05,0.0,3.0088446
729694,145,1207630,14460960,0.0,0.0,0.0,0.0
710092,53,991150,14714400,0.6,20.5,0.0,20.0733333
724093,170,1270990,14714400,10.14,26.02,-0.39573,39.6098361
724732,59,874990,14556000,0.0,18.12,0.0,11.888196699999998
714262,159,1218190,14614080,8.66,14.11,-0.026779,9.8377049
709452,239,1630030,14550720,4.51,32.13,-0.015721000000000002,428.565574
724489,60,1144270,14677440,10.33,19.92,-0.23324,8.652459
721505,147,906670,14693280,5.33,19.42,-0.41105,51.2147541
711706,65,838030,14556000,7.86,18.48,0.0,9.525737699999999
709695,152,1392430,14545440,0.0,0.0,0.0,5.986935484
720775,148,1703950,14561280,9.84,40.36,-0.31795,20.3868852
710275,130,785230,14566560,8.12,17.52,0.0,69.32295079999999
714292,64,1645870,14566560,2.32,20.3,-0.0073976,5.5298361
727777,149,1387150,14640480,3.86,21.72,-0.64088,4.62295082
715296,189,1392430,14571840,0.0,0.0,0.0,5.88852459
713593,196,1482190,14577120,0.0,0.0,0.0,0.0
724185,148,1703950,14561280,3.14,28.54,-0.015,23.34918
722086,147,906670,14693280,0.39,19.01,0.0,40.38064516
714628,55,1133710,14619360,7.52,11.28,-0.099659,1.0147541
709422,130,785230,14566560,6.19,25.05,0.0,57.97049200000001
723575,135,1223470,14761920,0.69,29.78,-0.021537999999999998,5.15805085
724124,147,906670,14693280,6.62,25.15,-0.87271,31.109836100000003
708479,157,1022830,14672160,1.98,14.0,0.0,70.8852459
720319,146,1329070,14445120,0.0,0.0,0.0,0.531666667
719922,60,1144270,14677440,0.2,21.94,0.0,20.951441
717611,60,1144270,14677440,2.57,18.34,0.0,14.031639300000002
726834,130,785230,14566560,0.58,18.75,0.0,50.5451613
726103,51,1154830,14413440,0.0,0.0,0.0,0.0
718522,56,1170670,14582400,0.0,0.0,0.0,3.004067797
718736,196,1482190,14577120,0.0,0.0,0.0,10.0
716242,189,1392430,14571840,0.0,0.0,0.0,0.9
730546,60,1144270,14677440,0.86,19.7,0.0,17.893333300000002
711553,157,1022830,14672160,0.98,19.02,0.0,102.06
729238,146,1329070,14445120,0.0,0.0,0.0,11.1
725067,64,1645870,14566560,1.44,28.87,-0.0090906,6.7169492
719557,55,1133710,14619360,1.22,14.88,-0.0042856000000000005,1.9862712
727715,56,1170670,14582400,0.0,0.0,0.0,3.320983607
728507,149,1387150,14640480,6.65,24.16,-0.71853,7.738688499999999
